"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","realm_general2","Notes","genus","species","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","lifespan_days","lifespan_days_reference","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","sd_cumulative"
944,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_31.11_-81.44",12.4,31.11,-81.44,"","Brunswick Georgia US",21,34.9,"tmax",0.93,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","6.76218995603803","7.6619597268807",6.78488845040039
945,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_31.11_-81.44",22.4,31.11,-81.44,"","Brunswick Georgia US",21,39.4,"tmax",0.2,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","6.76218995603803","7.6619597268807",6.78488845040039
946,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_31.11_-81.44",26.5,31.11,-81.44,"","Brunswick Georgia US",21,41.4,"tmax",0.33,"SD",13,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","6.76218995603803","7.6619597268807",6.78488845040039
947,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_31.11_-81.44",32.1,31.11,-81.44,"","Brunswick Georgia US",21,42.4,"tmax",0.84,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","6.76218995603803","7.6619597268807",6.78488845040039
948,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_31.11_-81.44",34,31.11,-81.44,"","Brunswick Georgia US",21,42.5,"tmax",0.96,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","6.76218995603803","7.6619597268807",6.78488845040039
955,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Bulger 1984","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"","York River near Williamsburg Virginia US",30,36.24,"tmax",0.38,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
956,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Bulger 1984","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"","York River near Williamsburg Virginia US",30,34.98,"tmax",0.34,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
957,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Bulger 1984","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"","York River near Williamsburg Virginia US",30,34.37,"tmax",0.39,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
958,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Bulger 1984","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"","York River near Williamsburg Virginia US",30,36.37,"tmax",0.51,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
959,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Bulger 1984","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"","York River near Williamsburg Virginia US",30,34.89,"tmax",0.34,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
960,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Bulger 1984","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"","York River near Williamsburg Virginia US",30,35.04,"tmax",0.34,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
961,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Bulger 1984","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"","York River near Williamsburg Virginia US",30,34.3,"tmax",0.47,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
962,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Bulger 1984","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"","York River near Williamsburg Virginia US",30,41.03,"tmax",0.25,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
963,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Bulger 1984","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"","York River near Williamsburg Virginia US",30,41.88,"tmax",0.32,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
964,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Bulger 1984","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"","York River near Williamsburg Virginia US",30,42.45,"tmax",0.4,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
965,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Bulger 1984","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"","York River near Williamsburg Virginia US",30,42.27,"tmax",0.29,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
966,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Bulger 1984","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"","York River near Williamsburg Virginia US",30,41.85,"tmax",0.27,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
967,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Bulger 1984","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"","York River near Williamsburg Virginia US",30,41.13,"tmax",0.28,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
984,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Beitinger et al. 2000","Comte","Fundulus heteroclitus_37.16_-76.52",7,37.16,-76.52,"inferred","York River near Williamsburg Virginia US",NA,32.2,"tmax",0.59,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
985,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Beitinger et al. 2000","Comte","Fundulus heteroclitus_37.16_-76.52",12,37.16,-76.52,"inferred","York River near Williamsburg Virginia US",NA,36.2,"tmax",0.38,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
986,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Beitinger et al. 2000","Comte","Fundulus heteroclitus_37.16_-76.52",20,37.16,-76.52,"inferred","York River near Williamsburg Virginia US",NA,38.5,"tmax",0.33,"SD",33,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
987,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Beitinger et al. 2000","Comte","Fundulus heteroclitus_37.16_-76.52",22,37.16,-76.52,"inferred","York River near Williamsburg Virginia US",NA,39,"tmax",0.54,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
988,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Beitinger et al. 2000","Comte","Fundulus heteroclitus_37.16_-76.52",24,37.16,-76.52,"inferred","York River near Williamsburg Virginia US",NA,40.5,"tmax",0.29,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
989,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Beitinger et al. 2000","Comte","Fundulus heteroclitus_37.16_-76.52",27,37.16,-76.52,"inferred","York River near Williamsburg Virginia US",NA,42.4,"tmax",0.4,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
990,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Beitinger et al. 2000","Comte","Fundulus heteroclitus_37.16_-76.52",30,37.16,-76.52,"inferred","York River near Williamsburg Virginia US",NA,43.1,"tmax",0.24,"SD",22,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
991,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Beitinger et al. 2000","Comte","Fundulus heteroclitus_37.16_-76.52",34,37.16,-76.52,"inferred","York River near Williamsburg Virginia US",NA,43.6,"tmax",0.2,"SD",29,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
992,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Beitinger et al. 2000","Comte","Fundulus heteroclitus_37.16_-76.52",36,37.16,-76.52,"inferred","York River near Williamsburg Virginia US",NA,44.1,"tmax",0.14,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","","","8.55851979932187","9.31350576769781",8.59586121154935
1085,"Gila robusta","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Deacon et al. 1987","Comte","Gila robusta_37.2_-113.26",10,37.2,-113.26,"","Virgin River Utha US",14,27.9,"tmax",0.22,"SD",6,"critical","LOE","0.24",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Gila","robusta",43,"Froese & Pauly, 2000","","Gila robusta jordani, 1990","non-migratory","IUCN, 2020","","","","Wilco+Piero/Nikki","3650","NatureServe, 2020","N","","","","","","","9.84803882223401","10.2732780166389",9.85690316264594
1086,"Gila robusta","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Deacon et al. 1987","Comte","Gila robusta_37.2_-113.26",15,37.2,-113.26,"","Virgin River Utha US",14,32.3,"tmax",1.39,"SD",6,"critical","LOE","0.24",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Gila","robusta",43,"Froese & Pauly, 2000","","Gila robusta jordani, 1990","non-migratory","IUCN, 2020","","","","Wilco+Piero/Nikki","3650","NatureServe, 2020","N","","","","","","","9.84803882223401","10.2732780166389",9.85690316264594
1087,"Gila robusta","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Deacon et al. 1987","Comte","Gila robusta_37.2_-113.26",25,37.2,-113.26,"","Virgin River Utha US",14,36.41,"tmax",0.66,"SD",6,"critical","LOE","0.24",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Gila","robusta",43,"Froese & Pauly, 2000","","Gila robusta jordani, 1990","non-migratory","IUCN, 2020","","","","Wilco+Piero/Nikki","3650","NatureServe, 2020","N","","","","","","","9.84803882223401","10.2732780166389",9.85690316264594
1092,"Gillichthys mirabilis","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Jayasundara & Somero 2013","Comte","Gillichthys mirabilis_34.41_-119.67",13,34.41,-119.67,"","Santa Barbara California US",28,35.1,"tmax",0.4,"SD",5,"critical","LOE","0.07",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gillichthys","mirabilis",21,"Froese & Pauly, 2000","","NatureServe, 2020","non-migratory","IUCN, 2020","","","","Azenor/Nikki","730","Froese & Pauly, 2000","N","","","","","","",NA,NA,NA
1093,"Gillichthys mirabilis","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Jayasundara & Somero 2013","Comte","Gillichthys mirabilis_34.41_-119.67",9,34.41,-119.67,"","Santa Barbara California US",28,33.3,"tmax",0.1,"SD",5,"critical","LOE","0.07",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gillichthys","mirabilis",21,"Froese & Pauly, 2000","","NatureServe, 2020","non-migratory","IUCN, 2020","","","","Azenor/Nikki","730","Froese & Pauly, 2000","N","","","","","","",NA,NA,NA
1094,"Gillichthys mirabilis","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Jayasundara & Somero 2013","Comte","Gillichthys mirabilis_34.41_-119.67",19,34.41,-119.67,"","Santa Barbara California US",28,37.1,"tmax",0.2,"SD",5,"critical","LOE","0.07",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gillichthys","mirabilis",21,"Froese & Pauly, 2000","","NatureServe, 2020","non-migratory","IUCN, 2020","","","","Azenor/Nikki","730","Froese & Pauly, 2000","N","","","","","","",NA,NA,NA
1095,"Gillichthys mirabilis","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Jayasundara & Somero 2013","Comte","Gillichthys mirabilis_34.41_-119.67",26,34.41,-119.67,"","Santa Barbara California US",28,38.9,"tmax",0.1,"SD",5,"critical","LOE","0.07",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gillichthys","mirabilis",21,"Froese & Pauly, 2000","","NatureServe, 2020","non-migratory","IUCN, 2020","","","","Azenor/Nikki","730","Froese & Pauly, 2000","N","","","","","","",NA,NA,NA
1096,"Gillichthys mirabilis","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Vlaming 1971","Comte","Gillichthys mirabilis_38.06_-122.45",13,38.06,-122.45,"","Southern end of San Francisco Bay California US",14,36.4,"tmax",NA,"SD",NA,"critical","paralysis","0.36",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gillichthys","mirabilis",21,"Froese & Pauly, 2000","","NatureServe, 2020","non-migratory","IUCN, 2020","","","","Azenor/Nikki","730","Froese & Pauly, 2000","N","","","","","","",NA,NA,NA
1097,"Gillichthys mirabilis","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Vlaming 1971","Comte","Gillichthys mirabilis_38.06_-122.45",27,38.06,-122.45,"","Southern end of San Francisco Bay California US",14,39.7,"tmax",NA,"SD",NA,"critical","paralysis","0.36",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gillichthys","mirabilis",21,"Froese & Pauly, 2000","","NatureServe, 2020","non-migratory","IUCN, 2020","","","","Azenor/Nikki","730","Froese & Pauly, 2000","N","","","","","","",NA,NA,NA
1325,"Lepomis macrochirus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Hart 1952","Comte","Lepomis macrochirus_29.48_-81.68",15,29.48,-81.68,"","Welaka Florida US",NA,30.7,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","macrochirus",41,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","3650","De Magalhães & Costa, 2009","N","","","","","","","5.68068847004304","6.0673883367939",5.67915719130286
1326,"Lepomis macrochirus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Hart 1952","Comte","Lepomis macrochirus_29.48_-81.68",20,29.48,-81.68,"","Welaka Florida US",NA,31.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","macrochirus",41,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","3650","De Magalhães & Costa, 2009","N","","","","","","","5.68068847004304","6.0673883367939",5.67915719130286
1327,"Lepomis macrochirus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Hart 1952","Comte","Lepomis macrochirus_29.48_-81.68",30,29.48,-81.68,"","Welaka Florida US",NA,33.8,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","macrochirus",41,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","3650","De Magalhães & Costa, 2009","N","","","","","","","5.68068847004304","6.0673883367939",5.67915719130286
1328,"Lepomis macrochirus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Yoder et al. 2012","Comte","Lepomis macrochirus_31.45_-98.95",10,31.45,-98.95,"","Texas US",NA,34.8,"tmax",NA,"SD",NA,"lethal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","macrochirus",41,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","3650","De Magalhães & Costa, 2009","N","","","","","","","8.3322539301973","8.87300883670858",8.3524974305954
1329,"Lepomis macrochirus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Yoder et al. 2012","Comte","Lepomis macrochirus_31.45_-98.95",20,31.45,-98.95,"","Texas US",NA,37.3,"tmax",NA,"SD",NA,"lethal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","macrochirus",41,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","3650","De Magalhães & Costa, 2009","N","","","","","","","8.3322539301973","8.87300883670858",8.3524974305954
1330,"Lepomis macrochirus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Yoder et al. 2012","Comte","Lepomis macrochirus_31.45_-98.95",30,31.45,-98.95,"","Texas US",NA,41.2,"tmax",NA,"SD",NA,"lethal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","macrochirus",41,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","3650","De Magalhães & Costa, 2009","N","","","","","","","8.3322539301973","8.87300883670858",8.3524974305954
1343,"Lepomis macrochirus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Beitinger et al. 2000","Comte","Lepomis macrochirus_34.18_-111.71",16,34.18,-111.71,"","Par pond Arizona US",NA,31.4,"tmax",NA,"SD",8,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","macrochirus",41,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","3650","De Magalhães & Costa, 2009","N","","","","","","","8.72408491088105","9.14260730808823",8.72463729077109
1344,"Lepomis macrochirus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Beitinger et al. 2000","Comte","Lepomis macrochirus_34.18_-111.71",24,34.18,-111.71,"","Par pond Arizona US",NA,35.6,"tmax",NA,"SD",10,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","macrochirus",41,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","3650","De Magalhães & Costa, 2009","N","","","","","","","8.72408491088105","9.14260730808823",8.72463729077109
1345,"Lepomis macrochirus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Beitinger et al. 2000","Comte","Lepomis macrochirus_34.18_-111.71",32,34.18,-111.71,"","Par pond Arizona US",NA,38.5,"tmax",NA,"SD",10,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","macrochirus",41,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","3650","De Magalhães & Costa, 2009","N","","","","","","","8.72408491088105","9.14260730808823",8.72463729077109
